"1,24","2,29","0,2"
"1,24","2,13","0,2"
"1,24","2,12","0,2"
"1,24","2,1","0,2"
"1,81","2,45","0,2"
"1,81","2,61","0,2"
"1,81","2,44","0,2"
"1,81","2,58","0,58"
"1,81","2,69","0,58"
"1,81","2,73","0,58"
"1,81","2,89","0,58"
"1,81","2,74","0,58"
"2,96","3,31","0,3"
"2,96","3,29","0,3"
"2,96","3,61","0,3"
"2,96","3,3","0,3"
